region,market,enodeb_gnodeb,filedate,00:15,00:30,00:45,01:00,01:15,01:30,01:45,02:00,02:15,02:30,02:45,03:00,03:15,03:30,03:45,04:00,04:15,04:30,04:45,05:00,05:15,05:30,05:45,06:00,06:15,06:30,06:45,07:00,07:15,07:30,07:45,08:00,08:15,08:30,08:45,09:00,09:15,09:30,09:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45,00:00,risk
e_nor_cal,032,211019,2025-09-08,14.54,10.29,7.36,11.14,14.84,9.04,8.86,6.39,14.39,0.73,11.54,9.8,9.9,2.51,4.02,11.1,7.42,6.61,14.54,7.58,9.55,1.66,5.49,0.87,4.62,1.89,11.47,8.69,3.53,8.59,5.89,10.78,8.95,11.7,3.18,1.41,13.53,5.1,8.46,4.29,8.65,1.07,9.92,14.71,10.37,8.57,4.51,11.77,9.59,6.06,2.3,13.6,12.65,13.79,4.77,0.97,11.38,12.55,13.04,8.49,4.72,13.98,13.19,9.71,14.39,13.83,8.18,13.94,14.76,14.7,9.63,12.13,3.42,3.74,5.0,0.55,4.73,8.96,13.18,11.46,1.31,7.08,11.65,11.99,12.03,10.02,9.95,2.11,13.81,10.74,3.91,1.47,10.06,0.02,13.54,5.13,0
e_carr_tenn,191,684276,2025-09-06,3.66,12.11,11.17,14.9,4.26,13.36,5.43,13.49,9.25,14.41,8.81,1.17,7.78,7.59,9.02,2.19,11.87,5.0,8.61,1.89,5.32,3.97,4.68,8.55,0.84,11.93,1.45,4.39,7.75,3.16,3.33,9.58,11.95,12.11,2.53,14.18,1.5,2.58,0.9,14.01,1.15,14.84,2.47,9.6,4.67,7.88,4.85,2.7,10.6,2.28,12.16,13.38,2.85,9.64,14.25,13.85,8.16,14.91,10.12,11.47,0.98,7.57,14.45,11.12,2.69,5.38,4.75,11.24,4.51,13.85,7.36,7.78,12.33,7.83,8.01,6.86,11.49,0.04,13.1,1.15,3.36,4.87,0.06,1.23,2.66,14.28,11.18,10.46,1.13,7.34,12.53,2.23,11.86,7.09,14.2,14.55,0
e_carr_tenn,190,207511,2025-09-08,14.73,5.99,1.07,10.67,14.27,1.58,7.11,2.87,2.28,14.0,14.01,9.07,11.41,2.04,11.54,2.72,10.07,7.84,9.75,6.33,7.57,4.57,0.48,1.91,6.13,9.81,7.67,11.4,13.44,12.47,2.42,12.3,8.74,14.35,3.48,7.14,11.66,13.34,2.86,12.13,11.63,14.98,8.25,1.15,4.55,12.98,0.64,6.22,13.48,0.34,10.44,14.4,7.45,9.87,10.05,0.09,7.12,13.98,1.1,7.35,9.99,9.94,6.34,8.84,1.03,5.52,12.28,5.31,5.93,14.2,11.78,4.57,7.25,1.16,14.83,1.31,1.06,9.49,6.03,9.07,7.2,13.78,1.3,12.65,3.45,0.35,12.49,13.6,4.2,13.5,7.66,11.87,6.07,2.06,8.04,14.4,0
e_carr_tenn,190,492244,2025-09-06,5.47,4.07,9.62,12.76,11.68,1.16,2.95,14.99,3.18,14.86,6.15,0.15,12.87,13.6,9.59,5.28,4.56,1.74,13.82,10.08,5.81,12.95,12.92,0.65,10.58,12.98,6.61,10.31,7.36,7.52,8.92,0.26,11.13,12.33,4.78,10.1,14.28,5.07,0.15,8.05,8.93,7.1,9.34,13.87,9.24,6.98,8.14,3.48,10.03,13.18,13.66,1.86,4.95,8.24,6.45,10.63,12.04,7.24,8.02,4.87,13.15,0.15,6.76,0.52,6.23,9.53,14.29,2.97,14.51,2.35,4.86,4.46,4.41,5.93,3.75,5.24,3.64,13.32,2.81,3.66,11.79,0.57,13.28,9.59,5.64,12.67,12.45,9.26,3.1,0.75,7.14,14.24,1.67,11.82,5.2,10.88,0
e_nor_cal,038,162239,2025-09-06,7.19,4.25,12.0,1.83,10.4,8.51,10.57,3.44,7.75,12.99,0.04,9.64,10.28,6.0,5.18,12.38,14.46,9.93,2.37,3.7,0.82,4.09,1.66,0.97,9.31,9.43,14.83,12.74,3.89,5.45,10.7,12.27,1.12,6.0,7.28,14.55,10.56,1.58,0.3,6.03,14.67,11.27,11.08,5.87,0.22,9.64,11.88,11.6,5.12,8.39,9.47,7.72,11.33,9.79,14.71,6.48,5.49,11.8,5.5,5.41,11.36,12.1,0.08,7.76,6.8,9.51,13.34,4.56,1.98,14.64,6.53,14.79,1.02,11.35,2.72,10.01,13.21,14.75,8.02,10.44,5.11,13.99,6.7,1.32,5.14,11.0,0.75,4.3,9.29,3.54,11.7,9.53,11.13,6.67,11.67,2.51,0
e_nor_cal,038,791446,2025-09-06,6.02,5.88,12.58,9.27,12.96,13.13,1.37,4.32,2.2,4.32,14.38,6.37,2.61,4.83,8.31,1.33,1.68,3.5,7.09,13.54,6.85,3.05,4.04,12.62,10.06,1.08,8.11,10.22,10.39,8.1,13.35,8.76,6.48,11.91,8.48,14.41,1.33,1.32,1.93,0.79,9.71,6.52,13.18,12.27,11.46,14.56,14.91,9.54,13.42,6.32,13.92,10.89,5.53,14.94,2.63,5.86,0.41,7.38,9.44,9.52,6.2,3.28,14.64,2.6,13.12,6.66,10.03,10.71,0.56,12.15,3.94,4.02,9.3,10.45,7.01,0.4,8.24,6.8,1.62,5.54,6.51,3.55,13.4,7.85,10.86,14.55,1.45,9.24,10.4,13.41,10.11,11.76,2.85,13.03,5.89,5.35,0
e_nor_cal,038,298805,2025-09-08,12.71,12.77,12.15,3.67,4.62,1.47,11.78,8.48,11.91,0.29,13.21,8.04,1.67,12.73,11.08,13.87,9.94,13.9,9.48,12.13,13.64,0.07,14.34,7.84,14.5,5.08,5.01,14.06,5.3,0.28,8.43,10.36,1.5,3.1,2.55,8.33,4.7,12.43,10.21,11.88,6.33,0.77,1.34,11.23,6.7,11.01,4.72,3.7,10.28,11.6,14.66,13.46,6.57,11.82,4.69,10.93,3.06,13.28,8.68,10.75,6.81,0.42,6.59,12.58,4.04,7.96,2.85,10.42,9.53,3.11,2.11,5.13,13.65,12.54,4.62,5.41,1.25,10.3,8.65,13.41,15.0,11.46,2.08,8.36,4.4,6.88,14.39,7.06,14.51,13.74,0.57,7.16,11.0,1.42,14.65,7.95,0
e_nor_cal,038,414039,2025-09-07,1.08,5.75,4.99,7.8,0.52,1.59,4.99,3.49,11.26,11.32,2.69,5.14,5.22,2.54,13.54,14.66,7.46,10.5,13.69,7.71,10.31,12.93,10.51,10.14,8.0,1.67,11.8,9.57,4.54,8.61,11.18,3.91,8.15,13.28,4.58,0.15,2.6,8.47,2.15,11.35,7.88,12.0,6.6,7.47,0.93,13.26,5.29,4.76,9.24,7.06,9.69,0.71,12.02,3.67,7.31,6.07,8.78,6.34,10.67,8.62,3.86,6.55,6.06,14.27,0.17,2.08,4.64,0.4,9.52,4.36,14.26,8.98,7.1,14.91,14.74,11.08,5.68,3.91,8.05,2.19,11.55,1.95,3.8,2.81,4.9,3.67,5.75,13.67,14.09,8.48,1.56,2.41,11.63,0.17,5.4,4.59,0
e_carr_tenn,191,864346,2025-09-06,0.43,9.47,6.36,14.99,3.06,13.66,2.8,8.12,8.68,1.58,3.28,5.88,14.04,8.7,8.51,2.32,4.78,5.29,0.59,1.54,13.3,9.1,4.77,5.59,1.98,5.34,4.02,10.55,10.54,13.53,0.41,10.16,4.42,12.94,0.41,10.48,10.71,1.8,12.87,8.89,12.18,3.67,12.35,4.28,8.02,13.1,14.81,10.44,12.25,0.7,10.0,0.1,4.47,3.41,5.96,11.97,6.97,8.05,13.51,2.75,13.34,9.13,10.69,7.26,10.96,10.69,11.03,0.46,3.06,4.77,6.06,10.85,5.51,7.96,5.09,1.41,13.86,10.05,6.65,2.82,2.14,6.17,14.03,7.63,3.29,7.17,5.37,1.55,7.01,9.92,7.79,3.07,1.32,12.87,5.86,3.55,0
e_nor_cal,032,858637,2025-09-06,14.32,4.22,1.82,12.6,1.13,2.83,7.93,3.24,1.23,8.28,9.16,10.99,4.93,11.86,5.86,5.94,2.47,12.98,2.92,0.5,5.68,1.88,8.27,12.57,4.76,9.05,0.19,10.77,9.37,10.07,4.99,5.05,6.57,13.47,0.04,0.24,4.17,10.32,9.01,4.6,11.08,4.75,13.95,12.56,4.62,10.86,0.88,6.75,0.89,6.92,9.9,0.09,4.82,4.48,13.96,14.54,3.73,0.11,10.61,10.34,10.13,0.63,0.79,12.25,2.73,1.15,6.72,3.35,0.8,11.81,13.49,9.39,8.42,5.88,4.57,4.79,12.57,0.07,8.47,0.95,3.11,4.29,7.19,13.54,0.82,4.2,9.82,0.96,13.29,1.44,11.53,1.0,9.22,14.3,14.85,13.98,0
e_nor_cal,032,350797,2025-09-07,11.05,13.77,4.11,7.59,9.1,1.55,1.39,8.69,2.58,11.19,1.77,14.62,5.52,8.11,6.73,6.56,8.57,8.87,2.29,5.71,11.66,5.45,7.36,5.69,9.95,0.64,6.68,6.41,6.52,6.27,3.61,9.68,9.93,4.92,7.21,4.43,1.37,2.34,6.35,1.93,5.46,9.25,11.92,3.75,14.39,3.63,14.24,11.13,13.88,14.19,6.48,3.31,7.64,14.81,1.9,1.96,14.48,0.37,11.82,0.32,1.38,7.62,13.08,2.85,6.45,2.56,6.32,6.32,4.79,0.95,0.74,10.02,5.53,7.26,0.48,13.7,13.79,5.38,9.54,1.37,3.29,8.58,5.03,4.81,5.51,12.49,3.55,5.09,8.28,11.95,3.15,0.53,10.42,14.57,13.19,13.23,0
e_carr_tenn,190,520383,2025-09-08,10.44,14.19,5.43,5.72,1.57,14.95,4.94,7.0,8.23,9.85,0.69,1.31,11.8,4.3,3.81,8.5,6.21,6.07,3.56,4.59,8.85,8.62,11.82,4.21,11.0,8.28,10.75,7.98,10.61,2.21,10.87,7.43,3.74,5.91,11.59,10.96,4.41,13.1,2.66,6.77,6.39,7.73,3.2,12.82,9.41,8.26,0.81,0.71,4.58,7.34,8.47,4.63,6.39,4.99,14.96,8.4,4.82,2.87,11.81,13.47,0.6,11.19,6.44,5.2,1.98,13.9,5.25,9.37,13.13,2.9,11.32,12.75,11.56,6.97,6.43,11.67,8.98,12.25,13.18,8.32,14.46,0.96,0.74,13.47,1.28,1.17,14.37,1.26,1.22,5.47,13.01,7.18,12.47,10.67,2.82,11.45,0
e_carr_tenn,191,766855,2025-09-06,10.47,5.68,5.62,10.73,7.33,11.78,0.54,0.27,1.41,1.49,5.73,6.09,11.81,13.13,2.09,1.67,13.23,1.98,3.43,13.18,5.53,4.59,8.36,13.5,9.12,11.27,3.22,11.91,12.38,1.99,13.48,6.08,12.17,13.2,14.49,13.3,12.87,1.88,2.45,4.22,6.74,3.78,9.37,0.28,8.39,12.06,3.23,0.06,5.12,8.81,13.21,5.21,10.64,10.9,11.21,3.14,13.91,2.56,13.16,2.71,9.03,4.56,4.15,1.28,3.59,3.74,9.39,14.22,2.3,2.6,5.74,7.3,0.45,3.47,13.89,3.53,9.98,2.55,7.0,14.4,1.7,3.39,14.27,10.79,11.36,0.52,3.78,1.3,13.26,1.55,2.72,3.55,1.82,0.55,12.05,2.98,0
e_carr_tenn,190,769589,2025-09-08,10.68,14.52,2.98,5.6,9.52,1.51,7.95,12.69,11.67,11.56,3.93,4.14,1.82,6.62,12.34,11.74,5.95,3.71,5.76,6.4,7.32,7.59,10.06,9.46,7.4,6.4,8.28,5.05,6.14,10.07,2.16,6.07,0.18,0.02,9.09,2.7,2.05,1.04,7.65,10.92,3.02,10.06,10.64,13.55,10.75,10.36,0.82,14.95,11.64,13.23,10.6,10.48,1.17,12.26,12.56,11.53,8.27,9.65,8.31,14.89,14.11,8.63,7.2,5.53,3.67,2.04,0.42,14.79,9.78,13.92,6.51,14.68,4.32,8.56,0.47,14.16,11.47,14.72,12.35,3.46,12.49,9.68,1.72,11.21,1.57,7.13,1.09,5.47,5.23,5.1,1.05,6.99,1.97,0.77,4.48,5.65,0
e_carr_tenn,190,986822,2025-09-07,13.28,6.71,9.27,5.43,10.08,2.92,2.09,11.49,12.35,3.2,10.53,2.7,13.99,7.95,5.13,2.97,13.69,12.9,11.82,7.84,9.56,0.9,3.78,8.64,4.98,12.2,12.32,0.07,10.49,8.55,7.09,1.91,12.24,0.72,1.25,0.68,11.29,6.32,6.95,10.89,7.66,11.72,13.35,12.07,9.12,10.41,7.82,6.84,11.69,9.03,6.09,10.32,4.24,0.46,4.81,14.29,2.12,9.61,11.6,11.93,11.15,0.61,11.82,3.67,5.86,0.16,4.18,14.42,13.18,8.44,2.37,4.18,10.58,9.34,2.3,13.58,0.44,4.01,9.8,9.08,6.49,12.45,3.98,0.24,12.09,7.64,1.18,0.09,6.98,4.49,6.1,11.35,6.54,10.24,9.41,12.01,0
e_nor_cal,038,700002,2025-09-08,4.33,7.5,14.62,9.85,12.56,14.76,11.62,10.48,14.54,10.11,10.99,9.02,2.18,7.81,4.53,12.45,13.98,9.75,6.43,5.88,10.46,13.08,8.1,10.99,0.2,6.73,3.14,10.22,13.68,7.75,5.31,0.91,5.08,7.12,8.8,9.93,5.03,9.55,13.44,10.68,8.09,1.64,9.8,5.22,13.37,9.42,9.45,2.44,11.34,7.24,9.14,5.19,4.95,7.62,10.86,2.65,12.64,1.08,5.34,0.25,8.17,12.93,7.5,0.17,3.43,6.15,12.8,14.81,3.09,0.41,9.83,6.58,10.65,12.08,12.99,0.93,3.12,6.43,6.34,7.4,2.64,11.21,5.37,2.67,12.89,1.28,5.8,2.89,10.17,8.06,9.56,9.8,9.81,10.54,6.12,8.1,0
e_carr_tenn,191,255795,2025-09-06,7.69,11.15,10.28,2.21,8.84,0.23,0.35,12.34,9.33,5.11,7.51,12.31,10.07,13.53,7.56,12.5,3.28,0.9,1.73,5.75,2.85,14.18,5.78,4.85,3.3,3.12,11.73,2.31,11.58,3.63,10.98,11.19,14.62,10.84,3.89,3.3,5.72,7.07,4.51,10.65,5.09,14.77,10.54,2.19,5.53,3.65,10.83,8.31,10.9,5.84,2.81,9.72,0.92,1.66,1.39,4.79,13.84,7.42,9.48,6.09,5.07,7.9,2.15,5.46,12.71,6.37,10.39,12.21,8.1,10.22,0.53,13.15,1.71,10.03,1.74,6.48,9.11,5.98,9.65,13.03,14.65,3.37,2.39,3.28,7.41,10.75,1.45,14.7,12.78,3.54,13.43,10.81,4.43,7.69,6.85,12.56,0
e_nor_cal,038,838896,2025-09-06,0.85,2.08,8.45,2.6,14.14,4.42,8.07,13.55,11.91,14.53,14.09,7.32,2.55,13.99,8.96,8.08,7.32,3.23,4.21,1.41,10.46,12.79,2.67,12.28,14.72,5.48,1.34,4.76,9.83,14.38,3.93,4.43,3.55,6.6,0.18,12.35,1.78,1.73,10.02,13.7,9.85,14.7,4.69,3.32,7.31,13.35,1.24,12.26,12.16,3.99,14.97,0.19,3.66,0.79,4.71,13.44,7.17,6.49,3.57,3.27,14.07,10.25,12.36,14.99,2.99,0.78,7.25,9.64,12.13,4.22,0.43,6.25,7.28,14.8,6.83,10.43,1.14,13.23,10.99,9.29,10.67,9.49,9.75,11.02,5.18,5.82,4.39,13.5,13.52,7.18,9.8,3.19,14.73,14.65,4.14,6.72,0
e_nor_cal,038,614384,2025-09-08,0.11,0.94,4.1,5.16,6.78,8.06,8.13,9.03,9.39,14.77,0.53,8.28,7.49,7.46,13.08,9.19,8.83,11.28,6.85,14.91,13.99,8.23,2.66,5.23,5.85,6.3,5.4,8.27,10.03,5.15,12.78,11.8,4.16,7.4,1.02,9.67,12.13,2.59,13.13,6.15,6.61,6.87,13.75,12.65,6.93,12.41,11.33,6.42,2.49,6.82,7.39,0.61,8.46,13.7,4.83,13.52,8.91,2.1,8.83,8.88,2.49,1.2,12.24,4.2,5.43,4.8,5.31,10.24,2.31,4.44,4.95,2.73,0.37,12.8,5.01,14.1,7.07,8.78,10.4,2.63,2.05,8.32,8.34,12.87,6.87,6.77,3.93,10.79,10.39,4.02,11.17,10.62,0.31,11.13,13.25,5.63,0
e_nor_cal,032,253066,2025-09-08,10.49,3.04,1.56,10.91,9.0,8.36,12.13,0.15,6.36,0.03,1.64,7.82,6.68,8.22,14.99,4.0,7.38,12.36,9.71,2.89,11.04,0.24,14.7,4.01,3.39,9.91,6.0,13.43,10.38,11.01,10.36,13.17,12.85,8.65,6.58,14.52,4.23,12.92,9.04,7.21,11.61,11.55,11.84,11.38,4.03,10.93,10.27,7.18,11.61,12.03,9.8,8.48,1.75,3.66,11.93,13.07,10.64,11.13,3.98,10.23,6.57,5.0,6.43,1.73,5.53,6.82,2.34,10.9,0.99,10.87,13.31,4.22,2.85,12.79,1.63,9.39,13.44,10.26,0.03,14.38,9.17,12.32,11.03,4.29,14.45,2.38,3.68,3.17,2.01,10.74,7.63,8.27,7.04,1.74,10.52,7.21,0
e_nor_cal,032,101291,2025-09-08,4.36,4.09,9.05,3.08,11.4,14.72,4.49,11.74,2.55,10.45,6.92,10.53,7.95,11.75,11.45,14.99,3.44,4.56,8.58,10.89,11.66,3.47,0.65,3.94,1.79,4.92,3.68,11.7,3.79,6.59,4.73,7.13,5.07,5.61,1.08,5.54,12.39,5.91,12.89,14.84,7.81,6.74,12.35,0.39,14.1,12.05,11.9,11.39,9.52,13.38,6.26,2.19,2.55,2.97,11.21,12.59,10.18,8.42,3.82,5.36,11.89,12.95,3.58,7.25,13.97,5.39,4.54,0.55,7.98,12.01,0.94,13.26,8.44,8.86,8.87,5.14,4.28,13.23,2.67,12.99,7.29,6.17,3.62,2.43,9.37,14.68,1.8,0.64,7.22,7.14,6.02,7.62,13.7,9.12,14.88,5.04,0
e_carr_tenn,191,335554,2025-09-06,12.08,3.15,7.65,1.25,12.02,11.53,3.35,6.08,7.24,11.34,1.57,4.83,7.26,13.2,11.36,1.96,6.39,12.76,9.66,3.01,1.29,1.22,5.41,1.33,0.24,3.93,13.44,6.74,9.24,13.44,5.08,7.34,0.99,14.26,1.17,13.16,8.89,3.97,4.42,1.6,0.24,0.73,0.79,7.83,12.95,2.25,3.81,9.4,14.71,10.55,10.23,10.92,5.47,7.16,13.91,9.55,0.41,6.74,0.38,3.11,6.51,2.04,10.03,13.61,10.74,3.82,3.22,11.02,4.66,4.5,8.64,14.82,4.9,2.37,10.83,1.53,5.4,3.75,9.09,11.12,9.49,10.89,12.7,0.9,13.43,14.22,11.77,4.72,13.48,4.66,5.58,6.37,7.27,3.89,9.78,3.97,0
e_nor_cal,032,410190,2025-09-08,5.37,1.36,3.84,6.46,7.7,4.37,11.5,3.37,2.84,10.47,11.16,6.5,6.19,12.14,9.53,5.27,6.35,12.36,10.21,9.87,2.07,3.44,7.71,6.05,12.66,5.78,1.0,0.89,2.78,4.06,11.18,5.32,7.43,4.78,5.31,14.63,6.86,8.31,6.37,13.3,10.43,14.92,13.63,5.42,3.35,8.52,9.2,8.61,12.08,0.59,13.4,13.46,9.92,0.74,14.44,7.98,14.62,1.34,2.35,6.79,6.71,5.72,6.54,13.44,12.19,12.3,13.23,11.65,1.6,9.96,14.75,14.09,4.82,0.05,7.78,0.44,1.72,14.41,1.22,3.84,10.33,0.74,9.39,0.11,5.37,4.95,8.35,12.87,4.42,5.93,4.55,5.62,13.11,3.75,10.23,4.0,0
e_carr_tenn,191,504104,2025-09-08,13.52,6.29,3.59,0.13,10.8,5.96,11.87,0.69,13.98,0.84,0.64,6.63,7.08,12.48,1.39,14.72,9.34,6.66,9.8,13.7,14.46,0.19,4.74,14.4,0.45,4.76,13.16,5.58,6.6,10.2,1.9,12.42,13.83,6.46,5.99,1.0,1.93,11.57,2.15,4.23,0.5,11.76,4.18,13.29,0.21,1.46,11.72,6.95,7.81,11.71,12.39,13.13,9.08,3.71,2.79,3.44,14.8,4.28,2.69,11.49,4.9,7.95,7.71,9.66,14.69,10.42,11.44,10.13,10.03,13.59,12.5,4.74,9.36,9.39,9.92,7.53,14.99,14.2,10.4,9.69,3.78,0.55,13.66,5.35,7.5,6.84,13.67,3.01,0.25,5.35,13.1,9.44,0.65,9.37,2.87,11.22,0
e_nor_cal,038,663871,2025-09-06,9.99,1.33,11.45,10.41,9.62,3.35,4.49,13.42,6.02,3.06,9.25,4.3,0.28,2.65,5.33,13.72,5.58,13.5,2.16,7.37,0.75,3.1,14.87,1.63,8.45,10.62,12.94,1.01,9.93,10.25,10.43,14.3,0.39,9.79,0.56,5.14,5.31,13.88,13.98,4.99,10.59,10.03,4.41,0.14,9.38,10.92,11.36,13.48,6.87,2.75,12.3,3.76,9.98,13.97,9.71,12.57,3.38,9.29,13.28,3.22,14.45,4.95,5.03,4.36,9.14,10.7,3.42,11.72,2.27,10.61,1.57,10.11,8.2,5.35,4.07,7.06,0.49,8.01,8.67,12.52,13.88,8.88,11.49,13.99,2.33,8.95,12.06,13.2,14.25,1.2,10.81,0.39,14.8,4.42,14.91,7.71,0
e_carr_tenn,191,489100,2025-09-08,14.21,13.75,11.7,6.32,2.91,0.61,13.24,2.39,13.23,3.12,5.87,6.39,8.96,0.46,2.01,4.02,12.9,14.86,0.85,14.01,4.42,3.94,10.43,7.83,5.47,12.1,5.49,14.61,11.56,8.63,9.95,3.48,13.75,9.76,13.94,12.54,2.91,13.54,11.68,0.77,6.02,10.79,10.91,1.54,2.18,0.96,8.82,8.72,7.64,14.37,3.08,7.93,6.85,7.04,1.03,5.69,12.03,9.97,6.2,11.71,6.03,14.4,4.5,6.62,1.08,11.96,8.71,2.14,9.34,2.88,6.46,6.63,12.82,6.31,3.15,10.74,3.39,13.01,8.09,0.77,13.21,9.29,2.59,9.84,0.64,3.17,11.44,1.57,3.32,8.84,1.61,0.78,10.53,8.76,1.6,10.67,0
e_nor_cal,038,372164,2025-09-06,0.09,4.43,12.67,0.29,1.88,2.77,11.73,7.93,7.85,14.12,5.19,1.16,4.89,0.7,0.28,1.99,10.46,6.41,9.45,7.42,13.49,3.49,2.74,1.72,8.7,5.52,4.64,3.36,8.57,6.29,10.48,10.0,6.06,11.78,13.46,12.86,10.71,6.94,7.76,4.57,13.53,5.29,12.52,10.98,5.28,13.17,1.02,10.65,0.73,4.79,4.77,0.31,1.87,2.67,5.51,10.18,10.92,7.44,1.9,7.11,8.0,1.09,10.94,6.55,3.75,4.58,11.31,0.15,4.65,9.28,8.75,3.56,5.35,3.09,1.95,9.37,6.38,11.73,5.23,7.78,13.65,4.14,3.51,11.91,5.18,10.81,0.36,10.12,4.79,1.85,11.26,5.05,7.15,1.74,9.12,7.33,0
e_carr_tenn,191,654170,2025-09-08,7.86,7.4,11.06,14.92,1.49,10.61,0.21,13.74,9.98,9.37,4.4,8.93,3.49,3.72,3.5,7.18,10.31,5.58,5.5,1.31,9.85,2.61,8.3,5.14,0.62,10.52,3.72,9.73,10.36,1.64,6.88,5.9,12.07,6.82,6.04,6.08,7.58,11.55,10.98,3.31,10.25,8.69,2.36,13.78,0.18,9.03,3.3,4.76,14.22,13.67,11.39,8.71,4.52,4.1,14.43,9.78,0.87,5.39,13.85,11.62,5.52,11.03,7.52,4.31,12.53,3.77,3.3,4.38,11.0,10.04,13.13,1.74,7.41,1.03,11.69,11.05,1.82,10.99,10.93,14.11,3.36,5.72,11.16,1.27,13.72,9.44,12.07,0.92,11.77,9.15,9.58,2.44,6.39,7.36,13.25,3.94,0
e_carr_tenn,191,895780,2025-09-08,12.6,5.59,6.81,4.62,3.23,14.35,1.14,4.37,10.3,8.58,1.34,11.91,13.57,10.52,1.33,4.53,7.77,13.92,2.25,12.64,2.43,7.11,2.7,6.55,4.48,6.71,3.62,5.15,1.62,8.39,5.25,0.94,14.29,10.13,14.42,2.41,12.66,11.55,8.11,8.96,1.07,4.02,0.34,12.55,7.67,7.78,5.04,6.59,12.97,0.1,5.21,5.16,14.88,10.48,14.97,2.6,8.24,7.86,3.58,1.63,12.16,7.94,9.14,6.4,11.38,8.88,8.84,4.06,0.96,13.39,9.3,14.64,5.62,9.74,13.59,6.44,13.11,12.08,2.72,14.06,5.28,10.98,3.61,13.89,0.68,2.74,12.57,5.07,8.67,3.42,1.1,10.62,3.83,11.36,1.2,12.18,0
e_carr_tenn,190,267894,2025-09-07,11.37,9.68,6.84,12.49,10.58,10.31,10.09,11.92,2.81,4.45,1.4,4.12,6.6,1.61,12.72,8.39,0.77,12.41,9.6,2.33,13.31,7.49,7.85,1.91,2.01,8.41,10.21,11.4,5.34,11.88,6.52,8.62,9.52,6.06,13.76,3.47,3.01,12.04,1.22,6.9,0.8,13.47,1.72,8.57,4.25,7.81,0.56,13.0,12.05,12.03,4.89,10.25,1.55,5.57,13.62,8.93,13.51,2.11,3.68,1.19,1.51,13.87,6.92,12.59,6.57,10.42,1.18,5.11,9.64,1.23,4.25,2.85,10.33,0.94,4.39,8.52,2.31,14.13,8.73,14.17,6.06,14.31,7.61,7.73,5.0,8.34,9.32,10.8,8.24,5.6,7.37,10.62,9.87,4.44,11.09,10.93,0
e_carr_tenn,190,968685,2025-09-07,11.75,12.53,5.1,1.97,0.99,11.91,4.35,8.92,9.32,12.12,14.87,8.01,9.54,8.37,1.44,3.75,4.89,7.09,13.16,12.37,8.53,3.0,5.07,2.77,5.18,14.12,14.67,13.0,1.94,2.34,12.54,4.96,10.67,14.28,12.23,0.96,2.93,2.13,10.18,6.41,8.86,0.55,9.58,6.05,5.17,3.83,1.0,13.13,14.25,0.22,14.09,13.83,11.68,10.72,10.31,14.95,2.87,10.77,3.68,4.62,10.27,11.13,1.3,5.72,9.55,7.74,5.9,9.49,1.35,2.1,11.32,10.31,12.29,2.74,4.75,12.42,11.39,9.25,12.51,8.58,7.82,12.8,1.16,1.51,6.51,4.23,10.04,3.17,11.1,1.95,1.22,9.91,1.71,10.93,13.37,8.99,0
e_carr_tenn,190,178970,2025-09-08,4.39,2.56,0.99,5.32,11.25,1.78,0.24,9.67,8.89,8.07,3.39,7.63,10.4,14.19,14.6,5.45,14.92,0.51,13.19,2.13,3.78,5.92,0.05,9.8,5.85,5.08,1.16,14.55,8.34,8.49,9.66,7.65,8.56,11.33,14.58,10.47,13.76,12.53,14.86,2.17,2.27,7.65,1.43,12.37,13.5,10.88,4.65,7.71,6.83,13.92,13.12,10.89,14.43,14.7,2.35,6.72,10.94,0.64,1.46,5.72,9.57,9.43,12.69,0.14,13.36,2.72,0.62,8.06,9.82,13.27,13.89,1.28,0.33,12.73,7.1,0.36,4.96,4.65,13.2,6.94,7.15,1.37,6.06,10.61,13.55,5.84,9.06,13.06,9.05,14.01,6.56,5.78,12.77,12.94,1.66,13.02,0
e_carr_tenn,191,832533,2025-09-07,9.68,1.38,11.82,8.92,13.9,6.45,11.02,13.77,9.38,4.38,4.58,4.92,5.25,11.9,7.16,4.41,11.51,1.8,14.84,2.13,8.84,3.14,7.91,6.76,3.97,10.65,10.1,1.66,4.2,3.99,4.5,6.21,14.99,4.37,10.04,11.31,14.81,10.91,2.7,7.02,11.3,13.7,7.11,14.51,1.26,2.7,8.23,1.27,0.3,7.45,4.34,8.32,13.76,12.7,1.97,6.23,13.44,12.77,9.36,11.22,10.95,10.37,2.13,9.05,13.25,0.53,1.07,0.33,7.22,14.38,7.08,0.53,0.5,5.82,0.69,6.02,6.12,2.87,6.1,6.73,3.52,1.44,9.2,0.1,8.32,9.13,9.83,2.18,12.22,3.33,0.03,4.45,6.97,9.56,2.89,2.25,0
